"Observation station","Year","Month","Day","Time [Local time]","Air temperature mean [°C]","Dew-point temperature mean [°C]","Cloud cover [1/8]","Air pressure mean [hPa]","Relative humidity mean [%]","Precipitation amount mean [mm]","Weather description","Horizontal visibility mean [m]"
"Tornio Torppi","2023","2","18","23:40","-3.9","-5","Cloudy (8/8)","992","92","0.12","Snow, light","1760"
"Tornio Torppi","2023","2","18","23:50","-3.9","-4.9","Cloudy (8/8)","992.1","93","0.13","Snow, light","1199"
"Tornio Torppi","2023","2","19","00:00","-4","-4.9","Cloudy (8/8)","992","93","0.08","Snow, light","1369"
"Tornio Torppi","2023","2","19","00:10","-3.9","-4.9","Cloudy (8/8)","992.1","93","0.13","Snow, light","1532"
"Tornio Torppi","2023","2","19","00:20","-4","-5","Cloudy (8/8)","992.1","93","0.03","Snow, light","1821"
"Tornio Torppi","2023","2","19","00:30","-4","-5.1","Cloudy (8/8)","992","93","0.17","Snow, light","1528"
"Tornio Torppi","2023","2","19","00:40","-4.1","-5.1","Cloudy (8/8)","992.1","93","0.08","Snow, light","1594"
"Tornio Torppi","2023","2","19","00:50","-4.1","-5.1","Cloudy (8/8)","992","93","0.08","Snow, light","2074"
"Tornio Torppi","2023","2","19","01:00","-4.2","-5.1","Cloudy (8/8)","992","93","0.13","Snow, light","2105"
"Tornio Torppi","2023","2","19","01:10","-4.2","-5.1","Cloudy (8/8)","992.1","93","0","Snow, light","2678"
"Tornio Torppi","2023","2","19","01:20","-4.2","-5.2","Cloudy (8/8)","992.1","93","0.12","Snow, light","2417"
"Tornio Torppi","2023","2","19","01:30","-4.2","-5.2","Cloudy (8/8)","992.2","93","0","Snow, light","2754"
"Tornio Torppi","2023","2","19","01:40","-4.3","-5.2","Cloudy (8/8)","992.1","93","0.12","Snow, light","2512"
"Tornio Torppi","2023","2","19","01:50","-4.3","-5.2","Cloudy (8/8)","992.1","93","0","Snow, light","2704"
"Tornio Torppi","2023","2","19","02:00","-4.3","-5.3","Cloudy (8/8)","992.1","93","0.12","Ice pellets, light","2984"
"Tornio Torppi","2023","2","19","02:10","-4.3","-5.3","Cloudy (8/8)","992.1","93","0","Snow, light","3371"
"Tornio Torppi","2023","2","19","02:20","-4.4","-5.3","Cloudy (8/8)","992.1","93","0.08","Snow, light","3130"
"Tornio Torppi","2023","2","19","02:30","-4.4","-5.4","Cloudy (8/8)","992.1","93","0.03","Snow, light","2932"
"Tornio Torppi","2023","2","19","02:40","-4.4","-5.4","Cloudy (8/8)","992.1","93","0.08","Snow, light","2173"
"Tornio Torppi","2023","2","19","02:50","-4.5","-5.4","Cloudy (8/8)","992.2","93","0.08","Snow, light","3150"
"Tornio Torppi","2023","2","19","03:00","-4.5","-5.5","Cloudy (8/8)","992.2","93","0","Ice pellets, light","3869"
"Tornio Torppi","2023","2","19","03:10","-4.4","-5.5","Cloudy (8/8)","992.3","92","0.08","Snow, light","2818"
"Tornio Torppi","2023","2","19","03:20","-4.5","-5.6","Cloudy (8/8)","992.4","92","0.03","Snow, light","2573"
"Tornio Torppi","2023","2","19","03:30","-4.6","-5.6","Cloudy (8/8)","992.4","92","0.08","Snow, light","2862"
"Tornio Torppi","2023","2","19","03:40","-4.6","-5.6","Cloudy (8/8)","992.4","93","0.03","Snow, light","3778"
"Tornio Torppi","2023","2","19","03:50","-4.7","-5.6","Cloudy (8/8)","992.4","93","0","Ice pellets, light","4079"
"Tornio Torppi","2023","2","19","04:00","-4.7","-5.7","Cloudy (8/8)","992.5","92","0.08","Snow, light","4354"
"Tornio Torppi","2023","2","19","04:10","-4.7","-5.7","Cloudy (8/8)","992.6","92","0","Snow, light","2874"
"Tornio Torppi","2023","2","19","04:20","-4.7","-5.8","Cloudy (8/8)","992.6","92","0.13","Snow, light","3037"
"Tornio Torppi","2023","2","19","04:30","-4.7","-5.8","Cloudy (8/8)","992.7","92","0","Snow, light","3703"
"Tornio Torppi","2023","2","19","04:40","-4.8","-5.8","Cloudy (8/8)","992.7","92","0.08","Snow, light","4929"
"Tornio Torppi","2023","2","19","04:50","-4.8","-5.9","Cloudy (8/8)","992.8","92","0","Snow, light","4671"
"Tornio Torppi","2023","2","19","05:00","-4.8","-5.9","Cloudy (8/8)","992.8","92","0","Snow, light","3770"
"Tornio Torppi","2023","2","19","05:10","-4.8","-5.9","Cloudy (8/8)","992.9","92","0.08","Snow, light","3415"
"Tornio Torppi","2023","2","19","05:20","-4.9","-5.9","Cloudy (8/8)","993","92","0","Snow, light","4447"
"Tornio Torppi","2023","2","19","05:30","-4.9","-5.9","Cloudy (8/8)","993","92","0.08","Snow, light","3707"
"Tornio Torppi","2023","2","19","05:40","-4.9","-6","Mostly cloudy (7/8)","993.1","92","0","Snow, light","4783"
"Tornio Torppi","2023","2","19","05:50","-5","-6.1","Mostly cloudy (7/8)","993.2","92","0","Snow, light","13316"
"Tornio Torppi","2023","2","19","06:00","-5.1","-6.2","Mostly cloudy (7/8)","993.2","92","0","Snow, light","12246"
"Tornio Torppi","2023","2","19","06:10","-5.1","-6.2","Cloudy (8/8)","993.2","92","0","Snow, light","5319"
"Tornio Torppi","2023","2","19","06:20","-5.2","-6.3","Cloudy (8/8)","993.3","92","0","Snow, light","6493"
"Tornio Torppi","2023","2","19","06:30","-5.3","-6.3","Cloudy (8/8)","993.4","92","0","Snow, light","16819"
"Tornio Torppi","2023","2","19","06:40","-5.3","-6.3","Mostly cloudy (6/8)","993.4","92","0","Snow, light","13995"
"Tornio Torppi","2023","2","19","06:50","-5.3","-6.3","Mostly cloudy (7/8)","993.5","92","0","Snow, light","11798"
"Tornio Torppi","2023","2","19","07:00","-5.3","-6.3","Mostly cloudy (7/8)","993.6","92","0","Snow, light","10586"
"Tornio Torppi","2023","2","19","07:10","-5.3","-6.4","Cloudy (8/8)","993.7","92","0","Snow, light","11137"
"Tornio Torppi","2023","2","19","07:20","-5.3","-6.4","Cloudy (8/8)","993.8","92","0","Snow, light","10639"
"Tornio Torppi","2023","2","19","07:30","-5.3","-6.4","Cloudy (8/8)","993.8","92","0","Snow, light","10511"
"Tornio Torppi","2023","2","19","07:40","-5.3","-6.4","Cloudy (8/8)","993.9","92","0","Snow, light","8849"
"Tornio Torppi","2023","2","19","07:50","-5.3","-6.4","Cloudy (8/8)","994","92","0","Snow, light","9432"
"Tornio Torppi","2023","2","19","08:00","-5.3","-6.4","Cloudy (8/8)","994.1","92","0","Snow, light","5505"
"Tornio Torppi","2023","2","19","08:10","-5.3","-6.5","Cloudy (8/8)","994.3","92","0","Snow, light","5691"
"Tornio Torppi","2023","2","19","08:20","-5.4","-6.5","Cloudy (8/8)","994.4","92","0","Snow, light","5985"
"Tornio Torppi","2023","2","19","08:30","-5.4","-6.5","Cloudy (8/8)","994.4","92","0.08","Snow, light","8295"
"Tornio Torppi","2023","2","19","08:40","-5.4","-6.5","Cloudy (8/8)","994.5","92","0","Snow, light","6363"
"Tornio Torppi","2023","2","19","08:50","-5.4","-6.5","Cloudy (8/8)","994.5","92","0","Snow, light","8130"
"Tornio Torppi","2023","2","19","09:00","-5.4","-6.5","Cloudy (8/8)","994.6","92","0","Snow, light","11047"
"Tornio Torppi","2023","2","19","09:10","-5.4","-6.5","Cloudy (8/8)","994.7","92","0","Snow, light","18461"
"Tornio Torppi","2023","2","19","09:20","-5.4","-6.5","Cloudy (8/8)","994.8","92","0","Snow, light","17147"
"Tornio Torppi","2023","2","19","09:30","-5.3","-6.5","Mostly cloudy (7/8)","994.9","91","0","Snow, light","15886"
"Tornio Torppi","2023","2","19","09:40","-5.3","-6.5","Mostly cloudy (7/8)","994.9","91","0","Snow, light","20253"
"Tornio Torppi","2023","2","19","09:50","-5.1","-6.4","Mostly cloudy (7/8)","995","91","0","Snow, light","4468"
"Tornio Torppi","2023","2","19","10:00","-5.1","-6.3","Mostly cloudy (7/8)","995.1","91","0","Snow, light","3700"
"Tornio Torppi","2023","2","19","10:10","-5","-6.4","Cloudy (8/8)","995.1","90","0.08","Snow, light","9111"
"Tornio Torppi","2023","2","19","10:20","-5","-6.3","Cloudy (8/8)","995.2","90","0","Snow, light","10564"
"Tornio Torppi","2023","2","19","10:30","-4.8","-6.3","Cloudy (8/8)","995.3","90","0","Snow, light","9539"
"Tornio Torppi","2023","2","19","10:40","-4.7","-6.1","Cloudy (8/8)","995.5","90","0","Snow, light","11192"
"Tornio Torppi","2023","2","19","10:50","-4.6","-6.1","Cloudy (8/8)","995.6","90","0","Snow, light","23946"
"Tornio Torppi","2023","2","19","11:00","-4.5","-6","Cloudy (8/8)","995.7","89","0","Snow, light","31239"
"Tornio Torppi","2023","2","19","11:10","-4.5","-5.9","Cloudy (8/8)","995.8","90","0","Snow, light","36818"
"Tornio Torppi","2023","2","19","11:20","-4.4","-6","Cloudy (8/8)","995.9","89","0","Snow during previous hour, but not during observation","35568"
"Tornio Torppi","2023","2","19","11:30","-4.2","-5.8","Cloudy (8/8)","996","89","0","Snow during previous hour, but not during observation","38763"
"Tornio Torppi","2023","2","19","11:40","-4.1","-5.7","Cloudy (8/8)","996.1","89","0","Showers or intermittent precipitation","31940"
"Tornio Torppi","2023","2","19","11:50","-4.1","-5.8","Cloudy (8/8)","996.3","88","0","Snow showers. light","25590"
"Tornio Torppi","2023","2","19","12:00","-4.1","-5.7","Cloudy (8/8)","996.4","89","0","Snow showers. light","28553"
"Tornio Torppi","2023","2","19","12:10","-4","-5.6","Cloudy (8/8)","996.4","89","0","Snow, light","22271"
"Tornio Torppi","2023","2","19","12:20","-4","-5.6","Cloudy (8/8)","996.6","89","0","Snow, light","21818"
"Tornio Torppi","2023","2","19","12:30","-3.9","-5.5","Cloudy (8/8)","996.7","89","0","Snow, light","23034"
"Tornio Torppi","2023","2","19","12:40","-3.9","-5.6","Cloudy (8/8)","996.7","88","0","Snow, light","24045"
"Tornio Torppi","2023","2","19","12:50","-3.9","-5.5","Cloudy (8/8)","996.8","89","0","Snow grains","20557"
"Tornio Torppi","2023","2","19","13:00","-3.9","-5.5","Cloudy (8/8)","996.9","88","0","Snow grains","23226"
"Tornio Torppi","2023","2","19","13:10","-3.8","-5.5","Cloudy (8/8)","997","89","0","Snow, light","27580"
"Tornio Torppi","2023","2","19","13:20","-3.7","-5.3","Cloudy (8/8)","997","89","0","Snow, light","27926"
"Tornio Torppi","2023","2","19","13:30","-3.7","-5.4","Cloudy (8/8)","997.1","88","0","Snow, light","28793"
"Tornio Torppi","2023","2","19","13:40","-3.7","-5.3","Cloudy (8/8)","997.2","89","0","Snow, light","27816"
"Tornio Torppi","2023","2","19","13:50","-3.7","-5.2","Cloudy (8/8)","997.3","90","0","Snow, light","22917"
"Tornio Torppi","2023","2","19","14:00","-3.7","-5.2","Cloudy (8/8)","997.4","89","0","Snow grains","15248"
"Tornio Torppi","2023","2","19","14:10","-3.6","-5.1","Cloudy (8/8)","997.5","89","0","Snow, light","12504"
"Tornio Torppi","2023","2","19","14:20","-3.6","-5.1","Cloudy (8/8)","997.5","89","0","Snow, light","23019"
"Tornio Torppi","2023","2","19","14:30","-3.6","-5.1","Cloudy (8/8)","997.7","89","0","Snow, light","31320"
"Tornio Torppi","2023","2","19","14:40","-3.6","-5.2","Cloudy (8/8)","997.8","89","0","Snow, light","27033"
"Tornio Torppi","2023","2","19","14:50","-3.6","-5.1","Cloudy (8/8)","997.8","89","0","Snow, light","31235"
"Tornio Torppi","2023","2","19","15:00","-3.6","-5.1","Cloudy (8/8)","997.9","89","0","Snow, light","33925"
"Tornio Torppi","2023","2","19","15:10","-3.6","-5","Cloudy (8/8)","998","90","0","Snow showers. light","8018"
"Tornio Torppi","2023","2","19","15:20","-3.6","-5","Cloudy (8/8)","998.1","90","0.08","Snow showers. light","3189"
"Tornio Torppi","2023","2","19","15:30","-3.6","-4.9","Cloudy (8/8)","998.2","91","0.03","Snow showers. light","3663"
"Tornio Torppi","2023","2","19","15:40","-3.6","-4.8","Cloudy (8/8)","998.2","91","0.08","Snow showers. light","2285"
"Tornio Torppi","2023","2","19","15:50","-3.6","-4.7","Cloudy (8/8)","998.3","92","0.08","Snow showers. light","1578"
"Tornio Torppi","2023","2","19","16:00","-3.6","-4.7","Cloudy (8/8)","998.4","92","0.17","Snow, light","1606"
"Tornio Torppi","2023","2","19","16:10","-3.7","-4.6","Cloudy (8/8)","998.4","93","0.17","Snow, light","1141"
"Tornio Torppi","2023","2","19","16:20","-3.7","-4.6","Cloudy (8/8)","998.5","93","0.17","Snow, moderate","1129"
"Tornio Torppi","2023","2","19","16:30","-3.7","-4.6","Cloudy (8/8)","998.6","93","0.08","Snow, light","2435"
"Tornio Torppi","2023","2","19","16:40","-3.7","-4.6","Cloudy (8/8)","998.7","94","0.08","Snow, light","1650"
"Tornio Torppi","2023","2","19","16:50","-3.8","-4.7","Cloudy (8/8)","998.7","94","0.08","Snow, light","2636"
"Tornio Torppi","2023","2","19","17:00","-3.8","-4.6","Cloudy (8/8)","998.8","94","0.08","Snow, light","2432"
"Tornio Torppi","2023","2","19","17:10","-3.8","-4.6","Cloudy (8/8)","998.9","94","0.05","Snow, light","1946"
"Tornio Torppi","2023","2","19","17:20","-3.8","-4.6","Cloudy (8/8)","999","94","0.12","Snow, light","1754"
"Tornio Torppi","2023","2","19","17:30","-3.8","-4.6","Cloudy (8/8)","999.1","94","0.03","Snow, light","2090"
"Tornio Torppi","2023","2","19","17:40","-3.9","-4.7","Cloudy (8/8)","999.1","94","0.08","Snow, light","1900"
"Tornio Torppi","2023","2","19","17:50","-3.9","-4.8","Cloudy (8/8)","999.2","94","0.03","Snow, light","1799"
"Tornio Torppi","2023","2","19","18:00","-3.9","-4.8","Cloudy (8/8)","999.2","94","0.08","Snow, light","1687"
"Tornio Torppi","2023","2","19","18:10","-3.9","-4.8","Cloudy (8/8)","999.3","93","0.05","Snow, light","2441"
"Tornio Torppi","2023","2","19","18:20","-3.9","-4.8","Cloudy (8/8)","999.3","93","0.08","Snow, light","3013"
"Tornio Torppi","2023","2","19","18:30","-3.9","-4.8","Cloudy (8/8)","999.4","94","0.03","Snow, light","2968"
"Tornio Torppi","2023","2","19","18:40","-4.1","-4.9","Cloudy (8/8)","999.5","94","0.08","Snow, light","3380"
"Tornio Torppi","2023","2","19","18:50","-4.2","-5","Cloudy (8/8)","999.5","94","0","Snow, light","5075"
"Tornio Torppi","2023","2","19","19:00","-4.3","-5.1","Cloudy (8/8)","999.5","94","0","Snow, light","4134"
"Tornio Torppi","2023","2","19","19:10","-4.2","-5","Cloudy (8/8)","999.6","95","0.08","Snow, light","3336"
"Tornio Torppi","2023","2","19","19:20","-4.2","-4.9","Cloudy (8/8)","999.6","95","0.03","Snow, light","2845"
"Tornio Torppi","2023","2","19","19:30","-4.2","-4.9","Cloudy (8/8)","999.7","95","0","Snow, light","5652"
"Tornio Torppi","2023","2","19","19:40","-4.3","-5","Cloudy (8/8)","999.8","94","0.08","Snow, light","2115"
"Tornio Torppi","2023","2","19","19:50","-4.3","-5","Cloudy (8/8)","999.8","95","0.03","Snow, light","2347"
"Tornio Torppi","2023","2","19","20:00","-4.3","-5","Cloudy (8/8)","999.9","95","0.12","Snow, light","2063"
"Tornio Torppi","2023","2","19","20:10","-4.3","-5","Cloudy (8/8)","1000","95","0.03","Snow, light","2506"
"Tornio Torppi","2023","2","19","20:20","-4.4","-5.2","Cloudy (8/8)","1000","94","0.13","Snow, light","2744"
"Tornio Torppi","2023","2","19","20:30","-4.4","-5.3","Cloudy (8/8)","1000","94","0","Snow, light","2498"
"Tornio Torppi","2023","2","19","20:40","-4.6","-5.5","Cloudy (8/8)","1000","93","0.08","Snow, light","3642"
"Tornio Torppi","2023","2","19","20:50","-4.6","-5.5","Cloudy (8/8)","1000","94","0","Snow, light","2852"
"Tornio Torppi","2023","2","19","21:00","-4.8","-5.6","Mostly cloudy (6/8)","1000","94","0.08","Snow, light","7350"
"Tornio Torppi","2023","2","19","21:10","-4.9","-5.6","Mostly cloudy (7/8)","1000","94","0","Snow, light","3632"
"Tornio Torppi","2023","2","19","21:20","-4.9","-5.7","Mostly cloudy (7/8)","1000.1","94","0","Snow, light","4488"
"Tornio Torppi","2023","2","19","21:30","-5","-5.8","Partly cloudy (5/8)","1000.2","94","0.08","Snow, light","7359"
"Tornio Torppi","2023","2","19","21:40","-4.9","-5.7","Mostly cloudy (7/8)","1000.3","94","0","Snow, light","10677"
"Tornio Torppi","2023","2","19","21:50","-4.7","-5.5","Mostly cloudy (7/8)","1000.3","94","0","Snow, light","17793"
"Tornio Torppi","2023","2","19","22:00","-4.6","-5.5","Cloudy (8/8)","1000.4","94","0","Snow, light","20916"
"Tornio Torppi","2023","2","19","22:10","-4.6","-5.5","Cloudy (8/8)","1000.4","94","0","Snow, light","10850"
"Tornio Torppi","2023","2","19","22:20","-4.6","-5.5","Cloudy (8/8)","1000.3","94","0","Snow, light","9247"
"Tornio Torppi","2023","2","19","22:30","-4.6","-5.5","Cloudy (8/8)","1000.3","93","0","Snow, light","13114"
"Tornio Torppi","2023","2","19","22:40","-4.6","-5.5","Cloudy (8/8)","1000.3","93","0","Snow, light","14398"
"Tornio Torppi","2023","2","19","22:50","-4.6","-5.5","Cloudy (8/8)","1000.3","93","0","Snow, light","19504"
"Tornio Torppi","2023","2","19","23:00","-4.6","-5.6","Cloudy (8/8)","1000.2","93","0","Snow, light","6156"
"Tornio Torppi","2023","2","19","23:10","-4.6","-5.6","Cloudy (8/8)","1000.2","93","0","Snow, light","2363"
"Tornio Torppi","2023","2","19","23:20","-4.7","-5.7","Cloudy (8/8)","1000.2","93","0","Snow, light","2539"
"Tornio Torppi","2023","2","19","23:30","-4.7","-5.8","Cloudy (8/8)","1000.2","93","0.17","Snow, light","4274"
"Tornio Torppi","2023","2","19","23:40","-4.8","-5.9","Cloudy (8/8)","1000.3","92","0","Snow, light","3528"
"Tornio Torppi","2023","2","19","23:50","-5","-6.1","Cloudy (8/8)","1000.4","92","0","Snow, light","4140"
"Tornio Torppi","2023","2","20","00:00","-5.1","-6.2","Cloudy (8/8)","1000.4","92","0.13","Snow, light","6580"
"Tornio Torppi","2023","2","20","00:10","-5.2","-6.3","Cloudy (8/8)","1000.3","92","0","Snow, light","6240"
"Tornio Torppi","2023","2","20","00:20","-5.3","-6.5","Cloudy (8/8)","1000.3","92","0","Snow, light","3539"
"Tornio Torppi","2023","2","20","00:30","-5.5","-6.7","Cloudy (8/8)","1000.3","91","0.08","Snow, light","4505"
"Tornio Torppi","2023","2","20","00:40","-5.6","-6.7","Mostly cloudy (7/8)","1000.3","91","0","Snow, light","6463"
"Tornio Torppi","2023","2","20","00:50","-5.6","-6.8","Mostly cloudy (7/8)","1000.3","91","0","Snow, light","5713"
"Tornio Torppi","2023","2","20","01:00","-5.6","-6.8","Mostly cloudy (7/8)","1000.2","91","0","Snow, light","7651"
"Tornio Torppi","2023","2","20","01:10","-5.6","-6.9","Cloudy (8/8)","1000.3","91","0","Snow, light","25676"
"Tornio Torppi","2023","2","20","01:20","-5.6","-6.9","Cloudy (8/8)","1000.3","91","0","Snow, light","20300"
"Tornio Torppi","2023","2","20","01:30","-5.8","-7","Cloudy (8/8)","1000.1","91","0","Snow, light","4621"
"Tornio Torppi","2023","2","20","01:40","-5.9","-7.1","Cloudy (8/8)","1000.1","91","0","Snow, light","5574"
"Tornio Torppi","2023","2","20","01:50","-6","-7.2","Cloudy (8/8)","1000","91","0","Snow, light","2706"
"Tornio Torppi","2023","2","20","02:00","-6.1","-7.3","Cloudy (8/8)","999.9","91","0.12","Snow, light","2490"
"Tornio Torppi","2023","2","20","02:10","-6.1","-7.4","Mostly cloudy (7/8)","999.8","91","0","Snow, light","4323"
"Tornio Torppi","2023","2","20","02:20","-6.2","-7.5","Mostly cloudy (7/8)","999.8","91","0","Snow, light","6708"
"Tornio Torppi","2023","2","20","02:30","-6.2","-7.5","Mostly cloudy (7/8)","999.7","91","0.08","Snow, light","5285"
"Tornio Torppi","2023","2","20","02:40","-6.2","-7.5","Mostly cloudy (7/8)","999.6","91","0","Snow, light","3227"
"Tornio Torppi","2023","2","20","02:50","-6.3","-7.6","Cloudy (8/8)","999.5","91","0.08","Snow, light","4558"
"Tornio Torppi","2023","2","20","03:00","-6.4","-7.7","Cloudy (8/8)","999.4","91","0","Snow, light","11202"
"Tornio Torppi","2023","2","20","03:10","-6.5","-7.8","Cloudy (8/8)","999.3","91","0","Snow, light","7402"
"Tornio Torppi","2023","2","20","03:20","-6.6","-7.8","Cloudy (8/8)","999.1","91","0","Snow, light","4528"
"Tornio Torppi","2023","2","20","03:30","-6.6","-7.8","Cloudy (8/8)","999","91","0","Snow, light","5044"
"Tornio Torppi","2023","2","20","03:40","-6.5","-7.8","Cloudy (8/8)","998.9","91","0","Snow, light","11172"
"Tornio Torppi","2023","2","20","03:50","-6.5","-7.8","Cloudy (8/8)","998.8","91","0.08","Snow, light","2948"
"Tornio Torppi","2023","2","20","04:00","-6.5","-7.8","Cloudy (8/8)","998.7","90","0","Snow, light","4526"
"Tornio Torppi","2023","2","20","04:10","-6.5","-7.8","Cloudy (8/8)","998.7","90","0","Snow, light","5013"
